Complaint ID,Category,Sub Category,Grievance Date,Ward Name,Grievance Status,Staff Remarks,Staff Name
20667880,Others,Others,2025-02-08 01:21:00.000000000,Ramamurthy Nagar,Registered,Forwarded Task,BBMP Whatsapp/Customer Support Representative
20667879,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-02-08 01:19:00.000000000,Vishwanathnagenahalli,Closed,Cleared,Manoj kumar J/JHI
20667878,Storm  Water Drain(SWD),Maintenance of SWD,2025-02-08 01:19:00.000000000,Chalavadipalya,Non Relevant,Bwssb related,BBMP Whatsapp/Customer Support Representative
20667877,Road Maintenance(Engg),Road side drains,2025-02-08 01:18:00.000000000,Hemmigepura,Closed,This complaint has been included in action plan 2024-25 hence will be resolved after allocation of grants,Thimmaiya /AE
20667876,Electrical,Street Light Not Working,2025-02-08 01:13:00.000000000,Hampi Nagar,Closed,ATTENDED,Umesh/AEE
20667875,Solid Waste (Garbage) Related,Sweeping not done,2025-02-08 01:12:00.000000000,Giri Nagar,Closed,Clear,Smt. Shobha M N/AEE
20667874,Road Infrastructure,Road Infrastructure,2025-02-08 01:09:00.000000000,Begur,Closed,Work taken up. Tender in process,Ramesh/AE
20667873,Electrical,Street Light Not Working,2025-02-08 01:08:00.000000000,Begur,Closed,Attended,Sandeep/AEE
20667872,veterinary,Stray/Rabid dog bite,2025-02-08 01:06:00.000000000,Subhash Nagar,Closed,Resolved,Dr.Amruthesh/ADAH
20667871,Electrical,Street Light Not Working,2025-02-08 01:04:00.000000000,Rajarajeshwari Nagar,Closed,Attended,gavisiddaiah/AEE
20667870,Solid Waste (Garbage) Related,Garbage dump,2025-02-08 01:02:00.000000000,Someshwara,Closed,Resloved,JHI Ward 3/JHI
20667869,Solid Waste (Garbage) Related,Garbage dump,2025-02-08 01:02:00.000000000,HSR Layout,Closed,Complaint Clear,Sathyavani M /JHI
20667868,Road Maintenance(Engg),Debris Removal / Construction Material,2025-02-08 01:01:00.000000000,Jnanabharathi Ward,Non Relevant,\N,BBMP Whatsapp/Customer Support Representative
20667867,Health Dept,Spraying,2025-02-08 01:00:00.000000000,Jakkur,Closed,Attended,MOH ward 5 to 11/MOH
20667866,Electrical,Street Light Not Working,2025-02-08 01:00:00.000000000,Kushal Nagar,Closed,Attended,Sandeep Singh/AEE
20667865,Road Maintenance(Engg),footpath encroachment,2025-02-08 01:00:00.000000000,Jeevanbhima Nagar,Closed,Drive has taken,Shilpa/AE
20667864,Solid Waste (Garbage) Related,Sweeping not done,2025-02-08 12:56:00.000000000,A.Narayanapura,Non Relevant,Other ward Sir,BBMP Whatsapp/Customer Support Representative
20667863,veterinary,Fatally injured - Needs immediate attention,2025-02-08 12:56:00.000000000,Singasandra,Closed,"Please call Ambulance service 1962.
For treatment.",Krishnaiah/VI
20667862,E khata / Khata services,ekhata approval pending with ARO,2025-02-08 12:56:00.000000000,Sarakki,Closed,submited Improper Details for E katha,RAMANJINEYA/ARO
20667861,Solid Waste (Garbage) Related,Sweeping not done,2025-02-08 12:55:00.000000000,Kumaraswamy Layout,Closed,We are tired to call complainted person because of getting proper location we are cleared garbage surrounding blocks any issues,Bharath B N /JHI
20667860,Solid Waste (Garbage) Related,Garbage dump,2025-02-08 12:52:00.000000000,Newthippasandra,Closed,Cleared,Prasanna/AEE
20667859,Electrical,Street Light Not Working,2025-02-08 12:47:00.000000000,Vasanth Nagar,Closed,Attended,Sandeep Singh/AEE
20667858,Electrical,Street Light Not Working,2025-02-08 12:47:00.000000000,Vijay Nagar,Closed,ATTENDED,Umesh/AEE
20667857,Solid Waste (Garbage) Related,Burning of Garbage in Open Space,2025-02-08 12:46:00.000000000,Sampangiram Nagar,Closed,Closed,Abhilash/AEE
20667856,Solid Waste (Garbage) Related,Garbage dumping in vacant sites,2025-02-08 12:46:00.000000000,Banaswadi,Closed,Clear,JHI Ward 27/JHI
20667855,Solid Waste (Garbage) Related,Complaint against SW collector/ SWM official for violation of SWM Rules,2025-02-08 12:45:00.000000000,Hongasandra,Closed,Complaint attended and Cleared,Vinodh Kumar/JHI
20667854,Electrical,Street Light Not Working,2025-02-08 12:41:00.000000000,Subramanya Nagar,Closed,Complaint Attended,Suresh/AEE
20667853,E khata / Khata services,ekhata approval pending with ARO,2025-02-08 12:40:00.000000000,HSR Layout,Closed,Yes,Ramesh N/ARO
20667852,Solid Waste (Garbage) Related,Garbage dump,2025-02-08 12:40:00.000000000,Vidyaranyapura,Closed,Resolved,JHI Ward 9/JHI
20667851,Road Maintenance(Engg),Road cutting,2025-02-08 12:38:00.000000000,Dodda Bidarkallu,Non Relevant,\N,BBMP Whatsapp/Customer Support Representative
20667850,Electrical,Street Light Not Working,2025-02-08 12:37:00.000000000,Jakkur,Closed,Resolved,Yelahanka AEE Electrical/AEE
20667849,Electrical,Street Light Not Working,2025-02-08 12:37:00.000000000,Jakkur,Closed,Resolved,Yelahanka AEE Electrical/AEE
20667848,Electrical,Street Lights Switched On During Day Time,2025-02-08 12:36:00.000000000,Agaram,Closed,Attended,Durga Prasad/AEE
20667847,Solid Waste (Garbage) Related,Sweeping not done,2025-02-08 12:32:00.000000000,Kacharakanahalli,Closed,Resol,JHI Ward 29/JHI
20667846,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-02-08 12:29:00.000000000,Byrasandra,Closed,Cleared,Ramesh S/JHI
20667845,Solid Waste (Garbage) Related,Sweeping not done,2025-02-08 12:28:00.000000000,Katriguppe,Closed,Clear,Smt. Shobha M N/AEE
20667844,Solid Waste (Garbage) Related,Sweeping not done,2025-02-08 12:26:00.000000000,Jnanabharathi Ward,Closed,Cleared,Vijaya Raghav/JHI
20667843,Solid Waste (Garbage) Related,Sweeping not done,2025-02-08 12:26:00.000000000,Kuvempu Nagar,Closed,Complainant clear,JHI Ward 11/JHI
20667842,Electrical,Street Light Not Working,2025-02-08 12:25:00.000000000,Thanisandra,Closed,Resolved,yeahanka JE Electrical/JE
20667841,veterinary,Fatally injured - Needs immediate attention,2025-02-08 12:23:00.000000000,Kadugondanahalli,Closed,Complaint attended,DR Mallappa Devadu/ADAH
20667840,Solid Waste (Garbage) Related,Sweeping not done,2025-02-08 12:22:00.000000000,Kottigepalya,Closed,Resolved,Lakshminarayan G M/JHI
20667839,Solid Waste (Garbage) Related,Garbage dump,2025-02-08 12:22:00.000000000,Nagapura,Closed,Complaint cleared,Chaayapathi/JHI
20667838,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-02-08 12:18:00.000000000,Maruthi Seva Nagar,Closed,Complaint clear,JHI Ward 59/JHI
20667837,Road Maintenance(Engg),Debris Removal / Construction Material,2025-02-08 12:16:00.000000000,Gurappanapalya,Non Relevant,\N,BBMP Whatsapp/Customer Support Representative
20667836,Road Maintenance(Engg),Road side drains,2025-02-08 12:15:00.000000000,Vidyapeetha,Closed,Resolved,AEE W 162 t 164/AEE
20667835,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-02-08 12:14:00.000000000,Horamavu,Closed,Solved,Harish Kumar K V /JHI
20667834,Electrical,Street Light Not Working,2025-02-08 12:13:00.000000000,Kottigepalya,Closed,Atte,gavisiddaiah/AEE
20667833,Road Maintenance(Engg),Debris Removal / Construction Material,2025-02-08 12:12:00.000000000,Ramamurthy Nagar,Closed,Tender under process,Ramesh/AE
20667832,veterinary,Animal birth control/neutering of stray dogs,2025-02-08 12:07:00.000000000,Arakere,Closed,Attended the complaint,Sudhir/ADAH
20667831,Solid Waste (Garbage) Related,Sweeping not done,2025-02-08 12:04:00.000000000,Horamavu,Closed,Solved,Harish Kumar K V /JHI
20667830,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-02-08 12:03:00.000000000,T-Dasarahalli,Closed,Close,Shwetha/AEE
20667829,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-02-08 12:01:00.000000000,Rajarajeshwari Nagar,Closed,Cleared,Soumya/JHI
20667828,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-02-08 12:00:00.000000000,Attiguppe,Closed,Clear,Shobha/AEE
20667827,Solid Waste (Garbage) Related,Garbage dumping in vacant sites,2025-02-08 11:57:00.000000000,Bagalagunte,Closed,....,Ramesh/JHI
20667826,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-02-08 11:52:00.000000000,Vishwanathnagenahalli,Closed,Cleared,Manoj kumar J/JHI
20667825,Solid Waste (Garbage) Related,Garbage dump,2025-02-08 11:51:00.000000000,Agaram,Closed,As Per JHI  Report,Appuraju/AEE
20667824,Solid Waste (Garbage) Related,Sweeping not done,2025-02-08 11:50:00.000000000,Giri Nagar,Closed,Clear,Smt. Shobha M N/AEE
20667823,Road Maintenance(Engg),Potholes,2025-02-08 11:50:00.000000000,Garudacharpalya,Closed,It's resolves soon,Muniyappa/AE
20667822,Electrical,Street Light Not Working,2025-02-08 11:49:00.000000000,Bellandur,Closed,Attended,Sachin Malagi/AE
20667821,Electrical,Requirement For New Street Lights,2025-02-08 11:48:00.000000000,Hongasandra,Closed,This New light will be installed as early as possible,Ramesh/JE
20667820,Solid Waste (Garbage) Related,Garbage dump,2025-02-08 11:48:00.000000000,Benniganahalli,Closed,Cleared,Prasanna/AEE
20667819,Solid Waste (Garbage) Related,Complaint against SW collector/ SWM official for violation of SWM Rules,2025-02-08 11:44:00.000000000,Hagadooru,Closed,Clear,Somshekar Reddy D N /JHI
20667818,Solid Waste (Garbage) Related,Garbage dump,2025-02-08 11:42:00.000000000,Kottigepalya,Closed,Resolved,Lakshminarayan G M/JHI
20667817,Electrical,Street Light Not Working,2025-02-08 11:41:00.000000000,Bellandur,Closed,Attended,Sachin Malagi/AE
20667816,Solid Waste (Garbage) Related,Garbage dump,2025-02-08 11:40:00.000000000,K.R.Puram,Closed,At,Jagadish/JHI
20667815,veterinary,Anti Rabies Vaccination of stray dogs,2025-02-08 11:39:00.000000000,Yelahanka old Satellite Town,Closed,Attended,Dr. Manohar R/ADAH
20667814,E khata / Khata services,Ekhata missing in online,2025-02-08 11:37:00.000000000,Hemmigepura,Closed,"We have all the katha books scaned. Come to the Kengeri ARO office, after noon 3 o clock meet with the concern  Case workers, and create your katha page.",Sadanand/ARO
20667813,E khata / Khata services,Ekhata missing in online,2025-02-08 11:35:00.000000000,Hemmigepura,Closed,"We have all the katha books scaned. Come to the Kengeri ARO office, after noon 3 o clock meet with the concern  Case workers, and create your katha page.",Sadanand/ARO
20667812,Electrical,Street Light Not Working,2025-02-08 11:34:00.000000000,Ullalu,Closed,Attended,gavisiddaiah/AEE
20667811,Advertisement,Flex and banners,2025-02-08 11:33:00.000000000,Dayananda Nagar,Closed,BANNERS ARE REMOVED,ARO ward 5 and 6/ARO
20667810,Solid Waste (Garbage) Related,Public dustbins not cleaned,2025-02-08 11:33:00.000000000,Visvesvarapuram,Closed,Clear,Narasimha  P /JHI
20667809,Solid Waste (Garbage) Related,Garbage dump,2025-02-08 11:31:00.000000000,Agaram,Closed,As Per JHI  Report,Appuraju/AEE
20667808,Electrical,Street Light Not Working,2025-02-08 11:31:00.000000000,Yeshwanthpur,Closed,Attended,gavisiddaiah/AEE
20667807,Electrical,Street Light Not Working,2025-02-08 11:30:00.000000000,HSR Layout,Closed,Attended,Sandeep/AEE
20667806,Road Maintenance(Engg),Road side drains,2025-02-08 11:28:00.000000000,Rajarajeshwari Nagar,Closed,Uta resolved,Siddaramaiah/AE
20667805,Solid Waste (Garbage) Related,Sweeping not done,2025-02-08 11:27:00.000000000,Rajarajeshwari Nagar,Closed,Cleared,Soumya/JHI
20667804,Electrical,Street Light Not Working,2025-02-08 11:26:00.000000000,HBR Layout,Closed,Attended,Durga Prasad/AEE
20667803,Electrical,Street Light Not Working,2025-02-08 11:24:00.000000000,Byatarayanapura,Closed,Resolved,Yelahanka AEE Electrical/AEE
20667802,E khata / Khata services,Other Khata / ekhata issues,2025-02-08 11:24:00.000000000,Basavanapura,Closed,RESOLVED,santhosh kumar ljari/ARO
20667801,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-02-08 11:23:00.000000000,Shakambari Nagar,Closed,Clear3d,Hemanth kumar/JHI
20667800,Solid Waste (Garbage) Related,Sweeping not done,2025-02-08 11:22:00.000000000,Doddanekkundi,Closed,Cleared,Ragunandhan/JHI
20667799,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-02-08 11:21:00.000000000,Garudacharpalya,Closed,Resolved,Sheshagiri/JHI
20667798,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-02-08 11:21:00.000000000,Laggere,Closed,Resolved,Varadaraju/JHI
20667797,veterinary,Stray dog related complaints,2025-02-08 11:18:00.000000000,Sanjay Nagar,Closed,Complaint attended,DR Mallappa Devadu/ADAH
20667796,Forest,obstructions Branches / Trees.,2025-02-08 11:15:00.000000000,Giri Nagar,Closed,Resolved,Shivanna T.C/DYRFO
20667795,Electrical,Street Light Not Working,2025-02-08 11:12:00.000000000,Hagadooru,Closed,Attended,Sachin Malagi/AE
20667794,Forest,obstructions Branches / Trees.,2025-02-08 11:08:00.000000000,Nagapura,Closed,Mallaiya team will attend +919980279015,sudarshan/DYRFO
20667793,E khata / Khata services,Ekhata missing in online,2025-02-08 11:05:00.000000000,K.R.Puram,Closed,RESOLVED,santhosh kumar ljari/ARO
20667792,Solid Waste (Garbage) Related,Dead animal(s),2025-02-08 11:05:00.000000000,Jnanabharathi Ward,Closed,Clear,Vijaya Raghav/JHI
20667791,E khata / Khata services,Other Khata / ekhata issues,2025-02-08 11:03:00.000000000,Hoodi,Closed,Already its technical problem updated to the backend team.,Sridhar/ARO
20667790,Electrical,Street Light Not Working,2025-02-08 11:02:00.000000000,Arakere,Closed,Attended,Sandeep/AEE
20667789,Solid Waste (Garbage) Related,Sweeping not done,2025-02-08 11:01:00.000000000,Sarakki,Closed,Complaint clear,Manjunath  A C /JHI
20667788,Solid Waste (Garbage) Related,Sweeping not done,2025-02-08 10:59:00.000000000,Konanakunte,Closed,Nill,Mohan N/JHI
20667787,Solid Waste (Garbage) Related,Sweeping not done,2025-02-08 10:56:00.000000000,Sarakki,Closed,Complaint clear,Manjunath  A C /JHI
20667786,Road Maintenance(Engg),Debris Removal / Construction Material,2025-02-08 10:55:00.000000000,Sri Rammandira,Closed,Attended,VM Patil/AE
20667785,Solid Waste (Garbage) Related,Garbage dump,2025-02-08 10:54:00.000000000,Bellandur,Closed,Cleared,Harish V/JHI
20667784,Road Maintenance(Engg),Footpath,2025-02-08 10:54:00.000000000,Govindraja Nagara,Closed,Resolved,Alok Sheety/AEE
20667783,Solid Waste (Garbage) Related,Sweeping not done,2025-02-08 10:52:00.000000000,Jnanabharathi Ward,Closed,Clearee,Vijaya Raghav/JHI
20667782,Solid Waste (Garbage) Related,Sweeping not done,2025-02-08 10:52:00.000000000,A.Narayanapura,Closed,Sweeping activities done,JHI Ward 56/JHI
20667781,Electrical,Street Light Not Working,2025-02-08 10:51:00.000000000,Horamavu,Closed,Attended,Sachin Malagi/AE
20667780,Forest,obstructions Branches / Trees.,2025-02-08 10:50:00.000000000,Thanisandra,Closed,Cleared,Mutturaju KP/DYRFO
20667779,Road Maintenance(Engg),Footpath,2025-02-08 10:49:00.000000000,Govindraja Nagara,ReOpen,Complaint not resolved,Alok Sheety/AEE
20667778,Electrical,Street Lights Switched On During Day Time,2025-02-08 10:48:00.000000000,S.K.Garden,Closed,Attended,Sandeep Singh/AEE
20667777,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-02-08 10:47:00.000000000,Jayangar,Closed,Door to door collection,Vijay/JHI
20667776,Road Maintenance(Engg),footpath encroachment,2025-02-08 10:47:00.000000000,J.P.Park,Non Relevant,\N,BBMP Whatsapp/Customer Support Representative
20667775,E khata / Khata services,Ekhata - name correction,2025-02-08 10:46:00.000000000,Vasanthapura,Closed,CORRECTION DONE,Ramesh Rathod/ARO
20667774,Electrical,Street Light Not Working,2025-02-08 10:45:00.000000000,Byatarayanapura,Closed,Resolved,Yelahanka AEE Electrical/AEE
20667773,Electrical,Street Light Not Working,2025-02-08 10:45:00.000000000,Ullalu,Closed,Attended,gavisiddaiah/AEE
20667772,Electrical,Street Light Not Working,2025-02-08 10:45:00.000000000,Subramanya Nagar,Closed,Complaints Cleared,Suresh/AEE
20667771,Road Infrastructure,Road Infrastructure,2025-02-08 10:44:00.000000000,Govindraja Nagara,Closed,No photo no remarks no map found,Sri.Ravi C Gudadappanvar/AE
20667770,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-02-08 10:44:00.000000000,Banaswadi,Closed,Clear,JHI Ward 27/JHI
20667769,Forest,obstructions Branches / Trees.,2025-02-08 10:44:00.000000000,Gayathri Nagar,Closed,Suresh team will attend +918073299107,sudarshan/DYRFO
20667768,Road Maintenance(Engg),footpath encroachment,2025-02-08 10:44:00.000000000,Chikkalasandra,Closed,Footpath improvement work yet to start,AE Ward 183/AE
20667767,Electrical,Street Light Not Working,2025-02-08 10:42:00.000000000,Kuvempu Nagar,Closed,Resolved,Yelahanka AEE Electrical/AEE
20667766,Road Maintenance(Engg),Potholes,2025-02-08 10:41:00.000000000,Kottigepalya,Closed,Will be cleared in a next week,Prajwal/AE
20667765,Solid Waste (Garbage) Related,Sweeping not done,2025-02-08 10:38:00.000000000,Horamavu,Closed,Solved,Harish Kumar K V /JHI
20667764,Electrical,Street Light Not Working,2025-02-08 10:37:00.000000000,Koramangala,Closed,ATTENDED,Jnanesh/AEE
20667763,Electrical,Street Light Not Working,2025-02-08 10:36:00.000000000,Jakkur,Closed,Resolved,Yelahanka AEE Electrical/AEE
20667762,Electrical,Street Light Not Working,2025-02-08 10:34:00.000000000,Banaswadi,Closed,Attended,Durga Prasad/AEE
20667761,Road Maintenance(Engg),footpath encroachment,2025-02-08 10:33:00.000000000,Deepanjali Nagar,Non Relevant,This area doesn't come to deepanjali nagar ward limits,BBMP Whatsapp/Customer Support Representative
20667760,Solid Waste (Garbage) Related,Garbage dump,2025-02-08 10:33:00.000000000,Agrahara Dasarahalli,Closed,Clear,Ranganath/JHI
20667759,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-02-08 10:32:00.000000000,Dodda Bidarkallu,Closed,Vehicle arrived,Mutthegowda V / Swathi M /Ningappa nayikodi/JHI
20667758,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-02-08 10:32:00.000000000,Kottigepalya,Closed,Resolved,Lakshminarayan G M/JHI
20667757,Electrical,Street Light Not Working,2025-02-08 10:29:00.000000000,Doddanekkundi,Closed,Attended,Sachin Malagi/AE
20667756,veterinary,Stray/Rabid dog bite,2025-02-08 10:29:00.000000000,Banaswadi,Closed,Complaint attended,DR Mallappa Devadu/ADAH
20667755,Advertisement,Flex and banners,2025-02-08 10:27:00.000000000,Dayananda Nagar,Closed,BANNERS ARE REMOVED,ARO ward 5 and 6/ARO
20667754,Solid Waste (Garbage) Related,Garbage dump,2025-02-08 10:27:00.000000000,Someshwara,Closed,Cleared,SWM AEE Ward 1 to 4/AEE
20667753,Electrical,Street Light Not Working,2025-02-08 10:25:00.000000000,Jakkur,ReOpen,"They might have thay it is BDA light post. It is not so. This post is of BBMP and previously it was attended by BBMP people thrice in sept, October and November",Yelahanka AEE Electrical/AEE
20667752,Solid Waste (Garbage) Related,Sweeping not done,2025-02-08 10:25:00.000000000,Konanakunte,Closed,Nill,Mohan N/JHI
20667751,Electrical,Street Light Not Working,2025-02-08 10:24:00.000000000,Kadugodi,Closed,Attended,Sachin Malagi/AE
20667750,Others,Others,2025-02-08 10:23:00.000000000,Doddanekkundi,Registered,1st Assignment Based on Ward Mapping,BBMP Whatsapp/Customer Support Representative
20667749,veterinary,Animal birth control/neutering of stray dogs,2025-02-08 10:23:00.000000000,HBR Layout,Closed,Complaint attended,DR Mallappa Devadu/ADAH
20667748,veterinary,Fatally injured - Needs immediate attention,2025-02-08 10:17:00.000000000,Kodigehalli,Closed,Attended,Dr M H Reddy/ADAH
20667747,Electrical,Street Light Not Working,2025-02-08 10:16:00.000000000,Bellandur,Closed,Attended,Sachin Malagi/AE
20667746,Forest,obstructions Branches / Trees.,2025-02-08 10:16:00.000000000,Begur,Registered,Transferred Task,Narendra Babu/RFO
20667745,Electrical,Street Light Not Working,2025-02-08 10:16:00.000000000,Vidyapeetha,Closed,ATTENDED,Jnanesh/AEE
20667744,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-02-08 10:14:00.000000000,Chikpete,Closed,Compaint cleaared sir,Somashekar /JHI
20667743,Forest,obstructions Branches / Trees.,2025-02-08 10:13:00.000000000,Begur,Registered,Transferred Task,Narendra Babu/RFO
20667742,Electrical,Street Light Not Working,2025-02-08 10:12:00.000000000,Jnanabharathi Ward,Closed,Attended,gavisiddaiah/AEE
20667741,Solid Waste (Garbage) Related,Garbage dump,2025-02-08 10:06:00.000000000,Yelachenahalli,Closed,Clear,Santhos/JHI
20667740,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-02-08 10:05:00.000000000,Chikpete,Closed,Compaint cleared sir,Somashekar /JHI
20667739,Forest,Removal of dead/fallen trees,2025-02-08 10:05:00.000000000,Basavanagudi,Closed,Resolved,Shivanna T.C/DYRFO
20667738,Electrical,Requirement For New Street Lights,2025-02-08 10:03:00.000000000,Basavanagudi,Closed,ATTENDED,Jnanesh/AEE
20667737,Electrical,Street Light Not Working,2025-02-08 10:00:00.000000000,BTM Layout,Closed,ATTENDED,Jnanesh/AEE
20667736,Solid Waste (Garbage) Related,Garbage dump,2025-02-08 09:59:00.000000000,Chikpete,Closed,Compaint cleaared sir,Somashekar /JHI
20667735,Electrical,Street Light Not Working,2025-02-08 09:57:00.000000000,Ullalu,Closed,.,sangamesh hadaginal/JE
20667734,veterinary,Animal Rescue - Not well - Requires attention,2025-02-08 09:57:00.000000000,Peenya Industrial Area,Closed,attended,Dr sunilkumar Havanur/VI
20667733,Solid Waste (Garbage) Related,Sweeping not done,2025-02-08 09:56:00.000000000,Devasandra,Closed,Other ward,Keerthy CY/JHI
20667732,Revenue Department,"Khata Services (Registration, Transfer, Bifurcation and Amalgamation)",2025-02-08 09:55:00.000000000,Jnanabharathi Ward,Closed,ಸದರಿ ಸ್ವತ್ತಿಗೆ ಬಿಬಿಎಂಪಿ ಯಲ್ಲಿ ಖಾತೆ ದಾಖಲಿಲ್ಲದ ಕಾರಣ ಇ-ಆಸ್ತಿ ತಂತ್ರಾಂಶದಲ್ಲಿ ಹೊಸದಾಗಿ ಅಜಿ೯ ಸಲ್ಲಿಸಲು ತಿಳಿಸಿದೆ,S SURESH/ARO
20667731,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-02-08 09:54:00.000000000,Kammanahalli,Closed,Complaint cleared,JHI Ward 28/JHI
20667730,Electrical,Requirement For New Street Lights,2025-02-08 09:51:00.000000000,Arakere,Closed,This New light will be installed as early as possible,Ramesh/JE
20667729,Electrical,Street Light Not Working,2025-02-08 09:51:00.000000000,Uttarahalli,Closed,Attended,Sandeep/AEE
20667728,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-02-08 09:51:00.000000000,Hoodi,Closed,Attended,Veerappan/JHI
20667727,Solid Waste (Garbage) Related,Garbage dump,2025-02-08 09:50:00.000000000,Arakere,Closed,Complaint cleared,Keerthi Raj/JHI
20667726,Electrical,Street Light Not Working,2025-02-08 09:49:00.000000000,Jnanabharathi Ward,Closed,Attended,gavisiddaiah/AEE
20667725,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-02-08 09:47:00.000000000,Nandini Layout,Closed,Cle,Suresh.K.N./JHI
20667724,E khata / Khata services,Ekhata missing in online,2025-02-08 09:45:00.000000000,Kodigehalli,Closed,Closed,Vijaya Shekar/RO
20667723,Solid Waste (Garbage) Related,Sweeping not done,2025-02-08 09:43:00.000000000,Vasanthapura,Closed,Complaint attended,Gangannaiah/JHI
20667722,Electrical,Street Light Not Working,2025-02-08 09:43:00.000000000,Jnanabharathi Ward,Closed,Attended,gavisiddaiah/AEE
20667721,Solid Waste (Garbage) Related,Garbage dump,2025-02-08 09:43:00.000000000,Kottigepalya,Closed,Resolved,Lakshminarayan G M/JHI
20667720,Electrical,Street Light Not Working,2025-02-08 09:42:00.000000000,Hampi Nagar,Closed,ATTENDED,Umesh/AEE
20667719,Solid Waste (Garbage) Related,Garbage dumping in vacant sites,2025-02-08 09:41:00.000000000,Jnanabharathi Ward,Closed,Clear,Vijaya Raghav/JHI
20667718,Electrical,Street Light Not Working,2025-02-08 09:41:00.000000000,Kempapura Agrahara,Closed,ATTENDED,Umesh/AEE
20667717,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-02-08 09:40:00.000000000,Kumaraswamy Layout,Closed,Clear,Bharath B N /JHI
20667716,veterinary,Animal birth control/neutering of stray dogs,2025-02-08 09:39:00.000000000,Konanakunte,ReOpen,as per citizen unsatisfied,Sudhir/ADAH
20667715,veterinary,Animal birth control/neutering of stray dogs,2025-02-08 09:36:00.000000000,Bellandur,Closed,A,Dr Rudresh kumar K L/ADAH
20667714,veterinary,Fatally injured - Needs immediate attention,2025-02-08 09:33:00.000000000,Horamavu,Closed,A,Dr Vivek K Bidarkar/ADAH
20667713,Solid Waste (Garbage) Related,Garbage dump,2025-02-08 09:32:00.000000000,Kottigepalya,Closed,Resolved,Lakshminarayan G M/JHI
20667712,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-02-08 09:30:00.000000000,Basavanapura,Closed,Attended,Suresh S /JHI
20667711,Electrical,Street Light Not Working,2025-02-08 09:29:00.000000000,Hemmigepura,Closed,Attended,gavisiddaiah/AEE
20667710,Electrical,Street Light Not Working,2025-02-08 09:27:00.000000000,Jogupalya,Closed,Attended,Durga Prasad/AEE
20667709,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-02-08 09:27:00.000000000,Varthur,Closed,Reslov,Balaji S /JHI
20667708,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-02-08 09:27:00.000000000,Radhakrishna Temple,Closed,Cleared,Akshay Kumar/JHI
20667707,Solid Waste (Garbage) Related,Garbage dump,2025-02-08 09:26:00.000000000,Garudacharpalya,Non Relevant,\N,BBMP Whatsapp/Customer Support Representative
20667706,Electrical,Street Light Not Working,2025-02-08 09:24:00.000000000,Jnanabharathi Ward,Closed,..,sangamesh hadaginal/JE
20667705,Road Maintenance(Engg),Footpath,2025-02-08 09:22:00.000000000,Arakere,Closed,Close,Ravi D/AEE
20667704,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-02-08 09:22:00.000000000,Jakkur,Closed,Resolved,JHI Ward 5/JHI
20667703,Others,Others,2025-02-08 09:20:00.000000000,K.R.Puram,Registered,1st Assignment Based on Ward Mapping,BBMP Whatsapp/Customer Support Representative
20667702,Solid Waste (Garbage) Related,Sweeping not done,2025-02-08 09:19:00.000000000,Byrasandra,Closed,Clear,Ramesh S/JHI
20667701,Solid Waste (Garbage) Related,Sweeping not done,2025-02-08 09:19:00.000000000,Rajarajeshwari Nagar,Closed,Cleared,Soumya/JHI
20667700,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-02-08 09:17:00.000000000,Someshwara,Closed,Cleared,SWM AEE Ward 1 to 4/AEE
20667699,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-02-08 09:15:00.000000000,Kottigepalya,Closed,Resolved,Lakshminarayan G M/JHI
20667698,Solid Waste (Garbage) Related,Complaint against SW collector/ SWM official for violation of SWM Rules,2025-02-08 09:14:00.000000000,Horamavu,Closed,Solved,Harish Kumar K V /JHI
20667697,Solid Waste (Garbage) Related,Sweeping not done,2025-02-08 09:10:00.000000000,Chikkalasandra,Closed,Cleared,Anitha/JHI
